1.00054	1.26357	-1.39137	1	1
0.52595	1.05748	-1.12432	1	1
0.654655	0.984477	-1.32228	1	1
0.55776	1.16592	-1.14609	1	1
0.572676	0.711166	-1.24163	1	1
0.707811	1.19657	-1.21143	1	1
0.894345	1.05235	-1.63706	1	1
1.18598	0.91804	-1.08741	1	1
0.927279	1.20838	-1.53535	1	1
0.839338	0.900016	-1.06541	1	1
1.18223	0.729212	-1.14562	1	1
0.638523	1.05009	-1.55658	1	1
1.02799	0.955275	-1.59239	1	1
0.960742	0.962509	-1.12736	1	1
1.22646	0.995438	-1.27348	1	1
1.03816	1.03593	-1.63767	1	1
0.969493	1.26006	-1.35264	1	1
0.759738	0.769969	-1.50677	1	1
1.15338	0.867311	-1.08046	1	1
0.572824	0.707923	-1.57099	1	1
1.12726	0.778083	-1.22894	1	1
0.5021	1.15632	-1.31468	1	1
0.877405	0.842385	-1.60768	1	1
0.653894	0.577501	-1.27691	1	1
0.7599	0.55532	-1.46096	1	1
0.663453	0.565694	-1.45353	1	1
0.523315	0.63961	-1.35941	1	1
-1.36756	1.29643	0.729859	4	4
-1.2511	1.38895	0.800245	4	4
-1.51889	1.42814	0.649788	4	4
-0.877098	1.3253	0.784067	4	4
-1.50275	1.63506	0.528316	4	4
-0.936242	1.50889	0.551114	4	4
-1.39407	-1.09394	-0.0121386	3	3
-0.877281	1.45779	0.448337	4	4
-1.60141	1.14795	0.516385	4	4
-1.07071	1.19203	0.85203	4	4
-1.39101	1.5145	0.755963	4	4
-1.29024	1.38657	0.127137	4	4
-1.57292	1.50416	0.336998	4	4
-1.08733	1.62168	0.396964	4	4
-1.15668	1.30315	0.162897	4	4
-1.09514	1.09719	0.716465	4	4
-1.18985	1.45292	0.458302	4	4
1.07964	0.977585	-1.41697	1	1
1.99174	-0.82991	0.697291	2	2
1.04014	0.67855	-1.06748	1	1
0.681936	1.17413	-1.05543	1	1
-1.09991	1.58739	0.427186	4	4
-1.61759	-1.19583	0.0363172	3	3
-1.18691	-1.63819	0.0177851	3	3
-1.63074	-1.32466	0.0631852	3	3
-0.943415	-1.27674	-0.442534	3	3
-1.58414	-1.59017	-0.242999	3	3
-1.36744	-1.68109	-0.192544	3	3
-1.43399	-1.62131	0.0322435	3	3
-1.05541	-1.25229	-0.295182	3	3
-1.45551	-1.19188	0.054607	3	3
-1.6103	-1.22423	-0.147828	3	3
-1.21676	-1.49521	0.261386	3	3
-1.59843	1.21316	0.294196	4	4
-1.30763	-1.12933	-0.43081	3	3
-1.52145	-1.53092	0.0607169	3	3
-1.14936	-1.15307	0.0245004	3	3
-1.59159	-1.62669	-0.120446	3	3
0.821825	1.10779	-1.57695	1	1
-1.17708	1.43533	0.419707	4	4
-1.38301	1.58305	0.279745	4	4
-1.00821	1.41879	0.389301	4	4
-1.34048	1.06141	0.571726	4	4
-0.906882	1.21502	0.786581	4	4
-1.56924	1.50582	0.451884	4	4
-0.82293	1.41632	0.450164	4	4
-0.856612	1.25276	0.698599	4	4
-1.30028	0.988437	0.426875	4	4
-1.57262	1.25288	0.226418	4	4
-1.43667	1.62023	0.409882	4	4
-1.49327	1.26103	0.316053	4	4
0.708927	0.559993	-1.2804	1	1
-1.23281	-1.53443	-0.366787	3	3
-0.951502	1.30501	0.628724	4	4
1.38559	-0.601348	1.00577	2	2
-1.4742	1.29463	0.606781	4	4
-1.16469	-1.18412	-0.341018	3	3
-1.23007	-1.11797	-0.367473	3	3
-1.5339	-1.44914	-0.112355	3	3
-1.22053	-1.33325	0.126836	3	3
-0.929552	-1.54143	-0.0849106	3	3
-1.16225	-1.2802	-0.505859	3	3
-1.23338	-1.4568	-0.408609	3	3
-0.897121	-1.37239	-0.0749714	3	3
-1.0618	-1.65765	-0.262311	3	3
-0.90319	-1.50815	-0.234852	3	3
1.64761	-0.703111	0.68267	2	2
1.79279	-0.728349	0.605181	2	2
1.64676	-1.14284	1.00412	2	2
1.89823	-0.977097	1.19869	2	2
1.8356	-0.663233	1.16192	2	2
1.3727	-1.15279	0.85572	2	2
1.86887	-1.03359	0.789375	2	2
1.65437	-0.680562	0.827046	2	2
1.73525	-0.604366	1.1236	2	2
1.30483	-0.748767	1.14272	2	2
1.65648	-1.17487	0.795434	2	2
1.69925	-0.494866	1.04539	2	2
1.43774	-0.525893	0.993877	2	2
1.31717	-0.768832	1.06095	2	2
1.79777	-0.738472	0.619331	2	2
1.66216	-1.1603	1.0807	2	2
-1.52552	-1.63769	-0.127133	3	3
-1.20377	-1.79092	-0.0316156	3	3
1.8273	-0.533523	0.921476	2	2
1.91579	-0.762236	1.13805	2	2
1.61606	-0.636055	1.25783	2	2
1.95876	-1.02808	1.12742	2	2
1.3558	-0.94484	0.803425	2	2
1.9895	-0.878651	0.948997	2	2
1.89484	-1.02304	1.10747	2	2
-1.00857	-1.56486	0.170301	3	3
-0.966679	-1.54382	-0.209875	3	3
-1.17843	-1.72524	-0.254031	3	3
1.5564	-1.11919	0.771305	2	2
1.39142	-0.565078	1.1841	2	2
1.47467	-1.05545	1.16807	2	2
1.76556	-0.969333	1.01677	2	2
2.01402	-0.859451	0.951456	2	2
1.96411	-0.784104	0.854642	2	2
1.4626	-0.989773	1.18247	2	2
